text;sentiment
aku cuman mau bisikin kamu kalo besok udah sekolah daring lagi;netral
nanti yang jagain adik kamu sekolah daring siapa;netral
fakkkkkk;netral
kalau hanya untuk sekedar pinter;netral
gasemua murid jg bisa pegang hp terus sewaktu waktu jg bisa cape trs ketiduran abis itu dia ga bisa absen dan ngerjain tugas diwaktu itu siapa yg salah disini hmm udah pokoknya cape waktu istirahat gue cuma bentar semenjak sekolah daring gini;negative
ndika heran ama yg komen kek gini apa tidak merasakan penderitaan pelajar kalau memang daring harusnya para pelajar diberikan sedikit keringannan biaya sekolah uang subsidi untuk membeli kuota dan lain lainnya supaya pelajar tidak merasa terbebani krna harga kuota lumayan mahal;negative
ternyata salah anjir minggu ke aku sekolah gais be atap muka;netral
sekali lagi mba;netral
tapi basi tau skolah online pake alasan pandemic wkwkwk;negative
lah kenapa sekolah kampus;netral
padahal penilaian tk itu bukan sekedar angka rapo tapi lebih ke motorik kognitif sosialiasi adab dll yatapi begimana gue lebih milih riweuh tiap pagi daripada kudu ke sekolah lg begini salam emak pejuang sekolah daring;netral
akhirnya selesai juga ke bandung bawa peritilan peraturan baru sekolah daring;netral
ri ri ri;netral
jangan sakit dong besok kan sekolah daring;netral
bismillah yuk teman yg butuh les privat bahasa inggris atau untuk ponakan anak yang butuh les selama sekol;netral
sekolah daring ngrangkum materi google;netral
di sekolah aku tuh meskipun gak daring;netral
ketika dia masuk kelas;netral
luv u jangan lupa selalu bahagia;netral
kenapa harus;netral
setuju banget ya allah adek gue pun setuju lebih baik sekolah udah ga tahan daring terus tugas banyak banget ga nge i sama sekali sama pelajarannya totos kuota kata diva;negative
kenapa harus seolah full pbm daring bukan maksain pbm offline tapi mall;negative
setiap sekolah memberi opsi mau masuk kelas atau belajar daring persiapkan sekolah agar mengikuti protokol sigap pandemi tentunya hrs dgn bantuan pantauan pemda msg beri batasan brp byk murid yg boleh msk kelas brp byk yg boleh belajar daring;positive
sekolah online kemajuan atau pemerasan;netral
ipa sama mtk waktu itu gw ga paham sama sekali mana di curangin pas ulangan ya allah frustasi gw tapi semenjak daring gw lebih sering nangis gara sekolah frustasi tai gak mana pas ukk kemarin tiba tiba leptop gw blank nangis aja frustasi gila gw lama lama;negative
guru sekolah anak saya juga bingung menyampaikan lewat daring dengan cara yang bisa dimenge i anak sd saya aprisiasi beliau meski dalam kenyataannya anak saya sangat bingung dan saya juga harus extra mendampingi belajar;positive
kalau pun dari satu kebijakan sekarang yg ada ini menimbulkan masalah baru;netral
semua pihak bisa memberikan saran masukan se a evaluasi agar sekolah daring bisa berjalan dgn baik;positive
luring kalau daring kuota cpt habis trus kalo luring kan enak plg sekolah capcusss kerumah temen;negative
ibuku sampe pernah nyamperin ke sekolah krn slama di rumah aja daring bisa diitung berapa kali doang;negative
setelah itu kata gurunya mgkn masih persiapan;positive
begitu kita yg cuma sekedar kerja sekolah daring doang bantuin o u dirumah nyapu ngepel masak aja capek kan maunya rebahan mulu nah gimana kyk minhee yang waktu istirahat nya dikit apalagi dia lagi di masa ujian bgini pasti tambah capek ditambah lagi sama cont;negative
soalnya gini nih jadinya kalo daring bukannya makin pinter malah makin bego go blok;negative
setiap solusi tuh pasti ada plus minusnya begitu juga sama sistem sekolah daring;positive
ya gue setuju emang kurang efektif agak ribet boros kuota dan semacamnya cuma ya mau gimana lagi sekolah daring ini udah jadi solusi yang terpaksa ditengah pandemi gini karena ya gaada jalan lain;netral
waspada efek jangka panjang postur tubuh anak tatkala tiap hari berjam jam sekolah daring dengan hp tablet pastikan postur;netral
terus solusi apa yang bisa lo tawarkan bro kalau gak daring kita sekolah gimana udah mending dikasih video pembelajaran dll dari guru soal keefektifan mah gimana lonya bisa apa ngga nangkep materi;positive
cape pengen sekolah alias daring bikin mata gue merah;negative
ngapunten pak jujur saya pengen sekolah lagi kemdikbud ri saya sudah jenuh sekolah secara daring saya mbot;negative
aku guru di sekolah swasta orangtua banyak yg ngeluh tentang belajar daring sekolah ga sekolah spp tetap berjalan belum lagi kuota tiap bulan orgtua yg kerjaannya ojek online pendapatannya menurun krna sepi jadi kami selaku pihak sekolah menerapkan pembelajaran;negative
nah iyo bener poll has aku dulu ngajar nde sd ne mereka belajar tatap muka ae jek uangel bgt paham e harus diulang berkali kali orang tuane mereka juga sibuk ke sawah dari pagi sampek sore trus gimana mau ngajarin anaknya sekolah daring sdm dan teknologine emang bener kurang;negative
ngapunten pak jujur saya pengen sekolah lagi kemdikbud ri saya sudah jenuh sekolah secara daring saya mboten kiat maleh pak;negative
yg berdampak dri sekolah daring selain pastinya siswa i guru civitas sekolah dan kampus tp buat gue sebagai pekerja pengawas jasa untuk test psikotes juga lumayan berdampak sampe hari ini banyak jadwal test yg dicancel krna sekolah blm bisa tatap muka;negative
ga muluk muluk min mo hadiah a aja dong mo kasi ke adik yg mesti belajar sistem daring begini adik w yg sekolah dan bener jd ngekongsi hp muluu;negative
emgnya selain sekolah daring solusinya apa coba;netral
sekolah daring malah butuh biaya yg lebih besar menurut saya;netral
sekolah daring emang polemik sih tapi di situasi pandemic gini ya mau gimana lagi harus dilakukan daripada nambah cluster tambah jebol lagi bubaar tinggal pemerintah tuh mau aksi gimana cara ngasih kuota dan buat kurikulum yg sesuai dengan masing daerah;positive
ini kali ya maksudnya new normal;netral
gue tuh heran sama guru sekolah adek gue padahal sekarang sekolah daring tapi tugasnya masih aja dikumpul langsung ke sekolah belum lagi tugas yang dibikin di word harus diprint terus difotoin kenapa ga bentuk soft file nya aja yang dikirim ke gc kelas ga efektif banget;negative
jatim min tanya untuk guru yg sedang melaksanakan pendidikan profesi guru dalam jabatan daring tahun ini apakah wajib ngantor ke sekolah mengingat waktu ppg daring jga full dan lptk meminta guru fokus ppg nya mohon petunjuk min;netral
h davoz sekolah daring sudah bagus belum sistem nya;netral
bisa jam daring dikurangi;netral
yakan karena kuota;
belegug sekolah daring itu udah hasil mikir kuya dimana di seluruh dunia ini yg dipake kalau anak muda dididik buat kritik tanpa kasih solusi sama kayak ngedidik jadi provokator atau sebangsa buzzer doang madesu lu jing;positive
true banget sebagai guru saya juga kadang merasa gak maksimal ngajar daring pdahal anak meski dilarang ke sekolah tapi tetep kumpul di mall dan cafe bahkan mereka dirunah juga ngerjain tugas kelompok ngumpul juga;positive
banyak memang yang kesulitan belajar saat pandemi ini tapi belajar secara daring bukan menjadi satu satunya cara untuk belajar saya mengamati dan melihat langsung disini bagaimana sekolah sekolah melaksanan kbm offline pada masa pandemi ini dengan berbagai keterbatasan sarana;netral
kalo kalian di posisi menteri pendidikan apa solusi alternatif selain masuk sekolah dengan protokol covid atau sekolah daring;netral
anak sd sekolah daring o unya yg sekolah anaknya yg daring game daring;negative
kita semua tau guys kalo pembelajaran online memang gak efektif lebih banyak tugas dan tetek bengeknya tapi gak ada yang mau situasi kek gini dan belajar offline bukan jalan keluarnya pemerintah juga menerapkan sekolah daring karena menomorsatukan kesehatan c;positive
satu sekolah bisa di pakai untuk angkatan dengan menerapkan social distancing;netral
ndika balik lagi ke masalah daring fine sederhananya saat siswa pergi ke sekolah maka ada beberapa masalah yg ditimbulkan bera i ketemu nih daring gak efektif siswa ke sekolah bermasalah gimana klau pemerintah coba mengefektifkan sistem guru ke rmh siswa;positive
back to topic kalau metode pembelajaran daring dijadikan permanen bakalan lebih parah output dari sekolah tersebut karena kemungkinan siswa meraih nilai yg baik itu pasti akan sangat mudah tapi ya karena banyak siswa yang mencontek bukan bagus beneran nilainya ngeri kan;positive
gaada setuju nya gua oke daring emg sulit dan itu tergantung individu pelajarnya aja apa bedanya lo absen di zoom terus tidur sama lu masuk sekolah tp dikelas tidur gaada bedanya perbaiki diri sendiri dulu aja ini pandemi bukan sembarangan satu kena ngerambatnya kemana mana;negative
siswa kelas mts mengaku mengumpulkan uang utk membeli sma phone upahnya jadi kuli bangunan rencananya di belikan sma phone agar bisa mengikuti sekolah daring;positive
saya kerja buat beli hp kata catur saat di tempat kerjanya di desa karangrejo;positive
beragam perjuangan siswa tak mampu utk mengikuti sekolah daring di masa pandemi covid sebut catur ferianto asal grobogan;netral
sedih kalik lah pesta boleh padahal juga kerumunan eh tiba sekolah daring;negative
masih berpikir untuk sekolah daring terus;netral
sama kayak tetangga aku dia jurusan pendidikan matematika lagi daring gini dia udah banyak banget bantu anak tetangga nyelesain tugas sekolah;positive
telkomsel mybusiness menghadirkan paket sarana edukasi online yg dapat dinikmati oleh pelajar;netral
gw sekolah smk ini rambut belom gw potong dari bulan terakhir magang dan selama pembelajaran daring guru guru jurusan gw gada yang mempersalahin;netral
bulan pelaksanaan tolong dievaluasi lah dgaji dari apbn pun;netral
bener banget mbak ponakanku juga udah sambat sekolah daring terus ga paham tapi kalo mau sekolah tatap muka kok agak mengerikan ya galau;negative
dan anshor turut berperan meringankan beban masyarakat kecil turut mendukung masyarakat kecil agar terhubung dengan sistem sekolah daring;positive
bahkan untuk level universitas di kota besar saja cukup kesulitan untuk beradaptasi dan berdamai dengan serba daring ini apalagi bagi sekolah dasar di daerah banyak sekali kendala pastinya;positive
tapi sekolah daring pasti benar tidak mudah bagi siapapun entah itu guru siswa maupun orang tua bahkan pembuat kebijakan sekalipun;positive
apa cma gue yang mikir oleh sebab itu sekolah diperlukan yg daring aja susah apa lagi ga ada sekolah sama sekali;netral
gue juga bingung mengomentari solusi untuk pendidikan di masa pandemi ini sependek pemahaman gue belajar daring ini semata mata untuk menghindari penyebaran covid terjadi di sekolah resikonya terlalu tinggi jika tetap memaksakan belajar di sekolah sepe i biasa;netral
rrrrr yang bikin resah tu yg sekolah daring jdi permanen si;negative
wong tuo sing daring ki do sambt kuota dll padahal sing kangelan semua sisi nek meh nesu yo nesu o mbe menterine ojo sekolah po gurune mereka hanya menjalankan pomeneh nganti do wegah bayar sekolah mergo daring ki dianggaop ora sekolah;negative
tapi di luar kendala gadget sinyal dan kuota efektif tidaknya sistem sekolah daring bergantung pada sistem pembelajaran yg diterapkan oleh masing masing sekolah;positive
lek terud kon mlebu moro muncul klaster sekolah di seluruh indonesia terus we meh piye;positive
sekolah daring lagiiii;netral
habis ambil absen langsung cabut ke twiteer;negative
rrrrr ada kata kehadiran guru dan suasana sekolah sangat berbeda dengan daring sih bera i;netral
memang ga adil pembelajaran daring;negative
rrrrr lu gk dlm mode heningkan mutar vidiox apa kurng jls klimat ade itu bilng klo infox rencana sekolah daring ini akan d permanen kan itu pokok poin yg dia kritis smpe dsni situ nge i;netral
gue akui ini anak pinter ngomongnya jadi bagi manusia yg merasa masih mendukung kebijakan niih tanya mereka mereka yg sekolah sekelas korea yg melek teknologi aja merasa belajar daring gak efektif tapi pemerintah masih aja maksain ini efektif negara lucu;negative
namun anak ini tersandra dampak kebijakan tidak bisa sekolah daring tanpa gadget tanpa pulsa dan tanpa sinyal di pedes;negative
sistem daring kendala kuota;negative
sistem tatap muka di masa pandemi tidak ada jaminan semua warga sekolah bisa menaati protokol kesehatan dengan benar dan tepat;netral
tentang belajar mengajar saya mendukung sekolah kembali dibuka dengan metode tatap muka bagaimanapun caranya bagaimanapun adaptasinya atau paling tidak bisa diterapkan kebijakan otonomi sekolah jadi biar sekolah yang memutuskan mau daring atau tidak;positive
bener banget mba kaya seolah olah yg nerapin sekolah offline cuman indonesia aja padahal ya emg sekolah daring satu nya jalan lagian kalo nekat offline misalnya murid ada yg sakit juga ntar yg tanggung jawab sekolah hmmm pasti makin ribet;positive
untuk mengenyam pendidikan lagipula dengan sekolah daring dapat dikatakan sulit bagi anak anak untuk menge i pelajaran nyatanya ketika sekolah tatap muka saja belum tentu siswa paham dengan penjelasan guru lantas bagaimana dengan sekolah daring;negative
jadi penting nya sekolah langsung be atap muka dengan mengutamakan protokol kesehatan lebih efektif daripada belajar daring di sisi lain murid bisa dibentuk kepribadiannya langsung oleh guru begitupun orang tua nya yg harus melaksanakan tanggung jawab mencari nafkah;negative
pendidikan indonesia bisa dikatakan sudah jauh te inggal dengan negara negara lain di masa pandemi sepe i ini;negative
menurut nadiem makarim pembelajaran daring tak optimal dan berdampak negatif karena ada potensi murid jadi putus sekolah dan terpaksa bekerja terjadi penurunan kualitas pendidikan se a angka kekerasan terhadap anak dan pernikahan dini yang meningkat;negative
soalnya menurut menurut cs yg kami telp tidak perlu ada petugas yg datang ke rmh krn dari jaringan luar dan memerlukan waktu x jam tetapi dari jumat hingga saat ini belum ada tanda ke arah selesai tlg diperhatikan mengingat semua pekerjaan dari sekolah hrs daring;netral
bukan dia pakai teleponnya gantian buat sekolah daring online anak gelapnya;netral
gue mau balik sekolah biasa itu bukan karena nggak nyaman belajar daring pengen pinjem buku bacaan anjir huhu guise duit gue abis buat beli makan;netral
dari kemarin nanyain kapan mulai sekolah ke guru mereka gak sadar apa sekolah tu udah mulai dari dulu cuman berbasis daring;netral
sekolah kalian udah belajar di sekola belom nga daring;netral
hanya siswa bodoh yang menganggap sekolah daring itu sama dengan libur;netral
mereka yg terkena phk bantuannya tumpang tindih jangan mengharapkan semua sama rata yg penting kebagian aja udah syukur begitu ucap mereka wali murid mau jualan cilok atau jualan saham tetep sama harus sekolah daring yg biayanya tdk murah solusi berhembus di beberapa;netral
setuju sama isinya secara keseluruhan walaupun perkara kedisiplinan pribadi termasuk tidur abis absen itu lain soal tapi action pointnya masih belom feasible ke sekolah ga mungkin nunggu kesiapan infrastruktur atau subsidi buat belajar daring pffft good luck;positive
jabar masjid kami nurul yaqin di perumahan taman sentosa desa pasirsari kec cikarang selatan kab bekasi ada fasilitas internet bolehkah kami fasilitasi anak usia sekolah belajar daring bekasi indonesia;netral
wah sebentar lagi anak anak sekolah mau masuk nih walaupun lagi masa pandemi tp anak bisa loh mengikuti masa perkenala;positive
aku lebih setuju kok pembelajaran tatap muka asal bener menerapkan protokol kesehatan yg ketat bukan mau mengorbankan orang tapi beneran deh sekolah via daring ini gak efektif bgt terutama buat anak;negative
di paniai rb dapat mb wkwk tp sklh daring udah paling bener lu masuk sklh tp kena virus bikin repot aja o u mu nanti salahin pihak sekolah ya sama aja bacot doang yg bs daring syukuri aja yg blm bs daring hrsnya pmrnth kasih bantuan hp dan internet;positive
sepakat kalau pembelajaran daring memang banyak masalah karena perbedaan fasilitas antar daerah tapi saat pandemi gini bukan membuka sekolah lagi solusinya kesehatan nomor satu;positive
pengen sekolah daring smpe tamat aja males bgt ketemu temen kyk mereka;positive
daring pinter kgk nambah dongo iyyaa daring rebahan matalo faham kgk dispam tugas daring bangun pagi bukan niat belajar tapi ngejar absen doang setelah gw pikir ternyata emang enak dirumah tapi kgk ada sekolah;negative
kebetulan sekali ya sekolah skrg udah sistem zonasi jadi mudah buat nentuin sekolahnya daring atau tatap muka;netral
saya memang gak suka pembelajaran jarak jauh daring ingin belajar secara tatap muka tapi dengan catatan situasi kondisi yang memungkinkan dalam a ian sudah gak ada lagi ancamam covid saya gak ingin siswa terpapar covid karena masuk sekolah;positive
sekolah daring rawan habis kuota;negative
sekolah pake sistem daring aku ga makin pinter malah makin bego;negative
tadi lagi class online aku nyanyi aja mipan zu zu zu zu zu zu biar gak hening banget;netral
msh online class nih;netral
mixed feelings lah boleh balik ukm ni i happy sebab takde online class tapi kena buang kolej pulak;netral
aku ga bisa nonton blue carpet masih ada class online;negative
ya ampun bosannya online class;negative
sebel bgt lg online class malah lemot;negative
online class ni kalau kena tang pop quiz tu babi betul;negative
oooo kena balik on th sept maksudnya class still online eh;netral
lecturer sorang ni dari awal sem sampai habis dah nak habis sem suka prepare online class last minute pastu ada problem marah student;negative
aku baru rapi online class;positive
online class tp belom mandi wkwkwk;netral
kejadian online class dan member x dilayan oleh bf;netral
fast selling desk senang nak guna laptop atas katil layan drama;netral
koneksi guru jelek woe pubg pubg eh ini mo bikin lomba we ngelag gurunya;negative
teacher is now the host;netral
online class;netral
satu anak yang ga nyadar we iki pubg;netral
kelas;netral
aku sanggup balik bm sampai bulan ni serious taknak class online;negative
sebenarnya aku masih online class tapi demi bighit labels aku berkeliaran di twitter;negative
tauni bikin heboh aja gegara mau online class dede kaga bisa mami papi mau meeting jg pada onlen jd kehambat;negative
indihom lemot bgt amjggg mana tugas online class numpuk lg;negative
mulakan pagi anda dengan online class;netral
talent that i want lelagi sejak online class sebab boleh makan dan buat kerja at the same time;positive
kerjaan gw selama online class tadi mantengin twitter guntingin sticker;negative
stress dengan online class lagi;negative
online class ni tak payah mandi pun takpa function;positive
it s your future so be responsible bukannya munafik atau apa tp beneran gedeg bgt sm mhs;positive
wkwjskskkdsj lagian ngadi aja udh tau banyak yg lagi online class;netral
kgeat gue keputus pas lagi online class;negative
mau;netral
salam sama sama oren dri jeruk;netral
aku tinggal online class ada apa amii yang tau tolong dm aku ya;negative
sebab ni lah aku nyampah online class nak gi sana please;negative
mana tdi lgi online class tb mati paketan abis brengshake emg;negative
kalian yg online class itu mandi dlu ga sih;netral
indiehome error menit aja orang rame ya wkwk lagian lu error jam pagi bangeettt saat pelajar lg online class dan orang kerja lg pada call meeting;negative
hadeh lagi online class padahal;negative
bisa gaksi indihome internetnya gak putus di tengah online class;negative
aaa jadi kasian dah yg online class;negative
pengen teriak bgt tapi gue lg online class fak;negative
aaa kasian bgt sih kalo lagi online class tb mati gt meng semangat yaaa kalian semwuah;positive
bukan sebagian lagi semuanyaa lagi online class tiba tiba langsung terputus;negative
online class tapi most of students tgh cuti sem sekarang i ada kelas sbb course i ada sho sem;netral
online conce lebih menarik dari online class hehehehe;negative
dikira online class padahal mah gue lagi tiktokan sambil ngerjain tugas;negative
bangsat gue dr td ga bisa fokus online class bangsat gara banyak tamu dirumahhhg bangsat kesel gue;negative
tbh aku pun taktau apebenda ntah aku belajar selama online class ni tak silap asyik kena buat bideo berlakon je sokmo lepasni boleh dah kut jadi assistant director;negative
lawak bgt lg online class guru gua malah dengerin lagu korea;negative
buka igeh tiktod twt yucub itu adalah caraku cabss dari class online;negative
perangai puaka manusia;netral
benda yang kita plan tak jadi or musnah;netral
online class tapi lect macam cakap sesorang;negative
iyaaaa ihh td lg online class mati;negative
madam tewdha school fees cha ani extra online class war control cha bagha baki he gst notebandi khup old zala aata public khup pudhe nighun geli hya mudyanpasun;netral
rinnn online class gx hri ini;netral
indihum ini gimana tadi gua lagi online class udah mah guru nya killer tbtb wifi rumah mati gitu ada apasi indihum;negative
ngantuk anjg online class;negative
brouuu online class gx hri ini;netral
indihoe klian gabisa juga daritadi sumpah ya aku lagi online class lgsg dc;negative
online class waktu pagi mengantuk;negative
yang online class tu kalau masuk kelas then tido jangan sampai terbukak camera;negative
reee kmu udh mandi blum online class gx;netral
org disconnect serentak lagi online class kasian adek ku dan teman nya;netral
pak tolong jawab dengan jujur soal kebobrokan jaringan internet indihome tempat bapak bekerja jangan menipu rakyat dengan bahasa fiksi sepe i gangguan perangkat kendala teknis ada gangguan internet tiap bulan sehingga anak saya tidak bisa online class;negative
indihome sis udah diresta routernya dek;netral
lain kali kalo ngadain webinar atau online class jgn ajak indihome;netral
indihom setan td lg online class keluar sendiri gr lo;negative
online class ni dia punya penat kali ganda ye d aigooo;negative
indihome membuaat ku bisa rebahan tanpa online class;netral
wkakak taun ini online class struggle bgt gagara inet;negative
mungkin ini adalah trik indihomo agar kita bisa bolos online class tapi jadi gabisa main juga;negative
apa lah agak result online class ni ye huhu;netral
selain kepala bontot pon petak time online class tadi;negative
gue abis online class trs buka tl liat ini rasanya tuh ajksksj;netral
ggshahshhs haih i masih emo dgn mobb i mean i sta suka mino dr situ hshdusush idk but alhamdulillah online class;positive
lagi online class hbuuuuu;netral
min td ak skip jam ga ikut online class grgr hilang sinyalnya loh;negative
gw gaikut online class ggr lu indihomo;negative
rank orang pinter dan jujur kalah sm orang gblop yg nyontek grgr apa online class tp gaada kesadaran;negative
iyaaa ak class online pake data;netral
tapi akhirnya ak nggad online class yuhu;negative
kang biasa bangunin when online class;netral
btf ami semangat online class kerjanya;netral
indih me ngadi ngadi yak down di tengah online class wag hectic bocil pun panik send me an sos;negative
tmn pada leave online class grgr internet mati gw leave grgr mls doang;negative
aku dah semak dengan class online dengan assignment ni sial betul la;negative
nanti jam gue selesai online class lgsg nntn soribadak yay hahhaha;positive
sumpa gua tdi jg mikirnya gini bukan mikir online class;negative
taktau la apa nak jadi ngan online class mcm tak funtion;negative
pengen bisa nge i pelajaran selama online class tapi kenapa otak ini gak nerima semua materi itu;negative
temen gue nyetel ososipsyo pas lagi online class berenti dulu ya lagi adzan heh;netral
aku respect gila org yg boleh stay focus time online class sebab aku almost give up dengan semua benda ni;netral
tanggung jawab kak aku lagi online class jsjsjsha;netral
nah mantap online class bikin pinggang oe encok;negative
corona gini gaseru samsek bang cape online class rebahan doang;negative
idm army ketika cb dan online class di waktu yang bersamaan;netral
woiii ak lagi class online trs nangiss gara chen;negative
gimana sih caranya bikin resume biar dilirik hrd yuk ikutan kelas online workshopnya regist now get soft skill online class free;netral
hshshshh true af online class sambil twitteran tuh mantep bgt;negative
bisa bisanya lagi online class di ajarin thrift shop buat usaha keluarga wkwkwk;positive
antara keburukan online class via wassap telegram hahhahahahaha;negative
idk why tp online class membuatku bukan memikirkan jawaban tugasnya tapi deadlinenya alias gw udah g bisa mikir anjrr;negative
semoga temen mahasiswa poltekpos bisa makin lengket sama audit ke as kerja setelah hari ini dipelajari yaa;positive
pembelajaran seru banget sih;positive
sejak ada online class aku menjadi bodoh kawan;negative
ha demi apa gue ketinggalan online class udah pda mau bubar gue baru gabung;negative
sebel bgt ka lgi mau ada online class dan dibutuhin tba bgtu huhuuhu;negative
hai mniezz ak baru sls online class capek bgt dah duduk di kursi mulu;negative
ofc suka nanti tak payahlah jumpa fakefriend tapi hmmm nanti class online pulak yang kacau;negative
dh mulai nguliah lagi gara kelasku byk yg luar kota jdi online maning padahal kelas sebelah dh in class;netral
sumpah dirumahku daritadi org rumah malah berisik soalnya punya adek yg juga lgi online class pake zoom jadi;negative
gue lagi class online apa tdk teriak;negative
pgn cepet slese online class ni mo buat bucket diamond sama print printilan buat lusa;netral
ngl online class lama lama annoying bgt dksjskdkdk let me rest my eyes bruh;negative
oiya ini td sebelum online class aku foto trs iseng j;netral
subjek je aku takleh hadam la online class ni ya rabbi;negative
dulu awal semangat la online class ni lama tengah cikgu cakap pun aku mengelamun sorang bila kena tanya soalan terus menggelabah;negative
ini masih online class buka twitter langsung ada berita chen ucapin di bubble ueueueu;netral
asyik te ido je online class ni;positive
pls gue lagi online class nangis gue gabisa menghayati;negative
lagi online class gua ini woy langsung kejer;negative
nah waktu w diabsen kaget dong;netral
mau nangis tapi masih online class;negative
online class ni buat aku rasa lagi bodoh la;negative
jangan class online nanti mandi time habis class sudahla;negative
mmf jbjb aku lagi online class jadi baper sendiri hshs;netral
anjrrrrrrr kai chen lay update ak masih online class huaaaaaaaaa;netral
belajar product management dari dasar ikuti program online class introduction to product management agustus;netral
hi nanaz cantik lagi online class nih;positive
delivery baru datang tadi tengah online class aduh leceh;negative
amsry aku respect dengan org yang boleh focus time online class;positive
belajar product management dari dasar ikuti program online class introduction to product management agustus waktu online zoom register ainun;netral
dah siap siap semua baru bagitahu last minute eh class online and takyah turun gi kuliah;negative
online class ke f f class ke dua buat aku cuak;negative
aku juga sekolah kok cuman aneh gak terlalu hectic tugas banyak gitu pas online class;netral
yhh baeklahh skarang lnjut online class yhh mniezz;positive
adek gue online class sambil tidur ajir;negative
skrg aku kelas cuma rebahan doang even online class i still rebahan huhu;negative
benci betul online class ni alasan students memanjang sama line slow;negative
halo first med wifi di rumah dari tadi erorr tolong di cek segera karena saya online class kluar masuk kluar masuk wifi nya no pelanggan;negative
opini yg bagus cica skrg kembali online class;positive
pernah ga sih kalian di kick dari online class gua dikick soalnya;netral
aku benci online class;negative
gue sampe melotot ngeliatnya pdhl gue lagi online class dan on cam;negative
lu cabut online class gak;negative
dah dek balek online class sono;netral
gw online class camera matiin audio matiin pas hbis absen muka lantas bka rp bolozzzzzzzz meng;negative
twt yt belum premium aja streamingnya setiap hari apalagi kalo udah premium pasti setiap jam streamingnya kalo udah selesai online class atau udah ngerjain tugas;positive
sini laporin ke mimin biar mimin ikutin trial class inten rungkut;netral
truuu gila tugas tugas nya makin ga keatur banget kalo online class;negative
aku di sekolah aku online class;netral
tengah online class and tetiba kawan aku mintak izin dengan lecturer sbb dia nak pergi toilet memang tegelak la aku depan laptop but yaa that shows his manner at it best walaupn tak f f;positive
apa itu online class mending nyari mutual;negative
gw yang selalu liat murid caper selama online class;netral
ak lgi online class malah main burung biru terus;negative
class online nya udahan kek gua cape rebahan mulu;negative
lagi online class tapi mampir ke twt dulu;negative
online class bikin mau pup mulu gasih apa aku aja;netral
mail aku maleh nk duduk rumah aku tanak online class aku jadj malas bila ada online class;negative
fashion design class;netral
dari rumah saja;netral
kamu tinggal dimana saja;netral
kamu bisa mulai realisasi impian jadi fashion designer;netral
belajar bersama phalie studio;netral
online fashion design class;netral
hubungi segera wa;netral
sumpah dirumahku daritadi org rumah malah berisik soalnya punya adek yg juga lgi online class pake zoom jadi rame bgt mana adekku caper kakak ngapain kok gtu sih kucel belum saja ku betot;negative
hallo teman teman aku open po nih cookies nya bisa nemenin kalian sambil rebahan online class atau lagi patah hati yang mau order bisa dm aku makasih;netral
aku respect dengan org yang boleh focus time online class;positive
ngga lagi lagi la tidor jam;netral
kalian lg pada online class yah;netral
abarnya tutup karan masa online class tutup wifi weh;negative
cm mager bgt nnt pas offline class karena terlalu nyaman sama online class;negative
online class baru pe engahan ktiduran bangun dah pada ucap salam;negative
hihhhhhhhhhh online class bikin nangis bikin kesel bikin pusing akhhh pengen marah;negative
cie yg lagi online class tp malah nyasar ke twitter ciee;netral
guru sejarah hobi bgt ngasi tugas jam pagi deadlinenya jam siang eh tapi tengah nya ada online class dong;negative
percuma bngt gua online class klo gurunya offline;negative
siapaa yg lagi online class angkatt tangannyaaa;netral
kapan ya ngerasain kelas yg begini sudah sebulan jd anak kelas tap kalo online class rasanya beda;netral
mau tidur mau tidur mau tidur mau tidur mau tidur mau tidur mau tidur mau tidur mau tidur apa itu online class mau tidur mau tidur mau tidur mau tidur mau tidur mau tidur;netral
duh nak;netral
see adek guaaa y allah adek gua aja lg sibuk online class knp dia malah buat trit trit an;negative
sejujurnya saya tidak faham dengan lecturers yg tak habiskan class on time ni especially bila online classes kalau students ada class right after how;negative
belajar product management dari dasar ikuti program online class introduction to product management sabtu agustus waktu online via zoom register ainun;netral
aku maleh nk duduk rumah aku tanak online class aku jadj malas bila ada online class;negative
belajar product management dari dasar ikuti program online class introduction to product management sabtu agustus waktu online via zoom register mia;netral
hooh paham semenjak online class bgini jiwa ngambis gue berasa hilang ditelan bumi;negative
belajar product management dari dasar yuk ikuti program online class introduction to product management sabtu agustus online via zoom only register now mia;netral
klo bolos online class itu lewat mana sih;negative
lagi bolos online class ya;negative
hugak kang online class;netral
iyhh garagara online class jd telat;negative
iyh grgr online class;negative
tolong army moa yg ngajak mutualan lu bikin gw ga fokus online class hshs twit seru bgt anjir;netral
fiks online class gini yg merasa awalnya pinter bisa an aja skrng jdi nampak bodoh dan goblok bin tolol;negative
ya btul lgi nugas tbtb pgn main twitter mkanya online class ni tdak efektif mkin gowblock sja ak;negative
hayu siapa yang lagi online class tapi blom mandi xixixi;negative
gabisa sarapan;negative
pgen bolos online class tpi inget gwe gbisa ap ap muk jdi ap;negative
sebenarnya otak aku ni penat sudah hari hari online class;negative
yall harini semua online class;negative
english class online kalau lg jawab pe anyaan cepet bgt coba kalau offline tiba tiba ngeblank;positive
yang tak bestnya class online ni ha aku selalu terlupa due date arghhhhh;negative
batia gyd online class yowo;netral
pen offline class aja tai online class bikin kesel doang;negative
e lg online class dulu kak;netral
e lebih ke kayaknya belom bangun wkwkwk soalnya adekku l smp kelas online class nya ntr jam;netral
haih tu tak suka online class ni;negative
